batch_id,inventory_date,product_name,brand,unit,packaging_type,sales_channel,production_date,expiration_date,quantity_received,quantity_sold,quantity_in_stock,expected_stock,stock_discrepancy,minimum_stock_threshold,reorder_quantity,days_until_expiration,stock_status,expiration_status
BAT-001047,2020-04-16,Cheese,Passion Cheese,kilograms,Frozen,Wholesale,2020-03-19,2020-05-17,133.05,119,14,14.05,-0.05,15.25,58.8,31,Low Stock,Safe
BAT-001049,2022-08-04,Cheese,Passion Cheese,kilograms,Frozen,Wholesale,2022-06-22,2022-08-16,624.19,288,336,336.19,-0.19,87.22,86.33,12,Sufficient,Safe
BAT-001054,2019-10-19,Cheese,Dynamix Dairies,kilograms,Refrigerated,Retail,2019-09-25,2019-11-17,456.3,68,388,388.3,-0.3,84.21,156.12,29,Sufficient,Safe
BAT-001055,2020-09-24,Cheese,Britannia Industries,kilograms,Frozen,Online,2020-09-19,2020-11-01,32.05,7,25,25.05,-0.05,73.68,114.82,38,Low Stock,Safe
BAT-001056,2021-08-11,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2021-08-02,2021-09-17,37.03,1,36,36.03,-0.03,20.14,22.4,37,Sufficient,Safe
BAT-001058,2021-11-24,Cheese,Amul,kilograms,Frozen,Retail,2021-10-22,2022-01-20,466.35,323,143,143.35,-0.35,12.59,64.06,57,Sufficient,Safe
BAT-001060,2019-02-03,Cheese,Amul,kilograms,Refrigerated,Online,2018-12-22,2019-02-21,380.01,35,345,345.01,-0.01,16.06,25.36,18,Sufficient,Safe
BAT-001061,2020-03-10,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2020-02-14,2020-03-10,125.26,56,69,69.26,-0.26,18.51,150.17,0,Sufficient,Urgent
BAT-001062,2019-06-28,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2019-05-05,2019-07-09,388.05,39,349,349.05,-0.05,97.78,195.97,11,Sufficient,Safe
BAT-001064,2020-02-13,Cheese,Dynamix Dairies,kilograms,Refrigerated,Wholesale,2019-12-17,2020-01-26,667.5,661,6,6.5,-0.5,93.25,197.07,-18,Low Stock,Expired
BAT-001067,2020-05-03,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2020-03-23,2020-04-28,92.28,78,14,14.28,-0.28,71.96,119.98,-5,Low Stock,Expired
BAT-001068,2020-06-02,Cheese,Amul,kilograms,Refrigerated,Wholesale,2020-05-13,2020-07-17,946.42,862,84,84.42,-0.42,60.01,67.53,45,Sufficient,Safe
BAT-001070,2019-03-20,Cheese,Dynamix Dairies,kilograms,Frozen,Wholesale,2019-02-15,2019-05-15,395.11,322,73,73.11,-0.11,86.59,98.34,56,Low Stock,Safe
BAT-001072,2020-09-02,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2020-08-13,2020-09-08,235.09,116,119,119.09,-0.09,58.64,103.93,6,Sufficient,Expiring Soon
BAT-001073,2021-02-13,Cheese,Amul,kilograms,Refrigerated,Wholesale,2021-02-05,2021-04-30,3.23,1,2,2.23,-0.23,83.75,101.68,76,Low Stock,Safe
BAT-001076,2020-05-16,Cheese,Amul,kilograms,Frozen,Wholesale,2020-05-05,2020-06-29,611.18,86,525,525.18,-0.18,91.35,190.37,44,Sufficient,Safe
BAT-001077,2019-10-10,Cheese,Dynamix Dairies,kilograms,Refrigerated,Online,2019-08-29,2019-09-26,859.17,487,372,372.17,-0.17,67.26,66.62,-14,Sufficient,Expired
BAT-001079,2022-06-06,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2022-05-03,2022-07-15,432.39,157,275,275.39,-0.39,87.36,34.86,39,Sufficient,Safe
BAT-001080,2019-05-06,Cheese,Britannia Industries,kilograms,Frozen,Wholesale,2019-04-27,2019-05-26,89.44,79,10,10.44,-0.44,96.18,20.12,20,Low Stock,Safe
BAT-001081,2020-02-25,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2020-01-24,2020-03-01,166.24,62,104,104.24,-0.24,60.58,197.18,5,Sufficient,Expiring Soon
BAT-001082,2021-12-27,Cheese,Britannia Industries,kilograms,Refrigerated,Online,2021-10-30,2021-12-14,493.42,330,163,163.42,-0.42,39.86,92.29,-13,Sufficient,Expired
BAT-001083,2022-05-25,Cheese,Amul,kilograms,Refrigerated,Online,2022-04-24,2022-06-07,361.12,233,128,128.12,-0.12,24.73,109.36,13,Sufficient,Safe
BAT-001084,2022-12-06,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2022-12-02,2023-02-14,704.15,149,555,555.15,-0.15,70.09,79.74,70,Sufficient,Safe
BAT-001085,2020-07-25,Cheese,Amul,kilograms,Refrigerated,Online,2020-05-27,2020-07-30,657.01,42,615,615.01,-0.01,59.6,73.68,5,Sufficient,Expiring Soon
BAT-001087,2019-06-02,Cheese,Dynamix Dairies,kilograms,Refrigerated,Online,2019-05-18,2019-08-13,71.44,39,32,32.44,-0.44,94.95,109.13,72,Low Stock,Safe
BAT-001089,2019-11-05,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2019-11-03,2019-12-31,850.42,638,212,212.42,-0.42,32.34,78.57,56,Sufficient,Safe
BAT-001090,2019-02-03,Cheese,Britannia Industries,kilograms,Refrigerated,Retail,2019-01-07,2019-03-30,253.04,71,182,182.04,-0.04,13.56,86.82,55,Sufficient,Safe
BAT-001091,2022-03-13,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2022-01-12,2022-02-26,213.37,170,43,43.37,-0.37,23.18,20.04,-15,Sufficient,Expired
BAT-001093,2019-07-12,Cheese,Amul,kilograms,Frozen,Wholesale,2019-05-21,2019-07-03,532.05,282,250,250.05,-0.05,40.57,158.83,-9,Sufficient,Expired
BAT-001094,2022-01-03,Cheese,Passion Cheese,kilograms,Frozen,Retail,2021-11-11,2021-12-22,651.41,497,154,154.41,-0.41,68.04,164.13,-12,Sufficient,Expired
BAT-001095,2019-09-07,Cheese,Passion Cheese,kilograms,Refrigerated,Online,2019-07-24,2019-09-17,221.31,200,21,21.31,-0.31,51.34,90.31,10,Low Stock,Safe
BAT-001096,2020-04-27,Cheese,Amul,kilograms,Refrigerated,Retail,2020-04-26,2020-07-04,265.07,81,184,184.07,-0.07,78.31,146.96,68,Sufficient,Safe
BAT-001097,2019-12-28,Cheese,Passion Cheese,kilograms,Frozen,Online,2019-12-05,2020-01-21,898.13,354,544,544.13,-0.13,88.24,82.6,24,Sufficient,Safe
BAT-001099,2021-04-15,Cheese,Britannia Industries,kilograms,Frozen,Retail,2021-03-22,2021-05-16,385.07,356,29,29.07,-0.07,11.49,186.06,31,Sufficient,Safe
BAT-001100,2022-03-07,Cheese,Dynamix Dairies,kilograms,Refrigerated,Online,2022-01-23,2022-03-22,650.13,39,611,611.13,-0.13,22.51,171.58,15,Sufficient,Safe
BAT-001104,2020-01-25,Cheese,Dynamix Dairies,kilograms,Refrigerated,Retail,2019-12-28,2020-01-31,76.49,53,23,23.49,-0.49,48.53,187.98,6,Low Stock,Expiring Soon
BAT-001106,2022-03-05,Cheese,Passion Cheese,kilograms,Frozen,Online,2022-03-01,2022-05-22,115.31,63,52,52.31,-0.31,24.94,126.09,78,Sufficient,Safe
BAT-001107,2019-12-27,Cheese,Passion Cheese,kilograms,Refrigerated,Online,2019-11-03,2020-01-12,397.23,315,82,82.23,-0.23,91.98,96.14,16,Low Stock,Safe
BAT-001110,2020-06-03,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2020-05-08,2020-07-06,755.23,598,157,157.23,-0.23,88.19,183.47,33,Sufficient,Safe
BAT-001111,2020-08-20,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2020-07-27,2020-09-07,340.09,324,16,16.09,-0.09,47.92,141.54,18,Low Stock,Safe
BAT-001112,2019-07-19,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2019-06-06,2019-07-15,761.06,59,702,702.06,-0.06,58.77,97.76,-4,Sufficient,Expired
BAT-001113,2020-05-01,Cheese,Amul,kilograms,Refrigerated,Retail,2020-04-27,2020-07-09,227.23,67,160,160.23,-0.23,58.88,33.03,69,Sufficient,Safe
BAT-001114,2022-04-09,Cheese,Britannia Industries,kilograms,Refrigerated,Retail,2022-03-25,2022-04-30,139.12,49,90,90.12,-0.12,86.73,50.62,21,Sufficient,Safe
BAT-001115,2021-07-08,Cheese,Amul,kilograms,Frozen,Wholesale,2021-05-22,2021-07-20,824.09,137,687,687.09,-0.09,16.22,173.99,12,Sufficient,Safe
BAT-001125,2019-12-11,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2019-11-14,2020-02-08,991.19,29,962,962.19,-0.19,29.12,47.76,59,Sufficient,Safe
BAT-001127,2022-02-22,Cheese,Britannia Industries,kilograms,Frozen,Retail,2022-01-19,2022-03-31,841.21,250,591,591.21,-0.21,21.84,39.29,37,Sufficient,Safe
BAT-001130,2019-02-14,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2018-12-18,2019-03-05,458.08,310,148,148.08,-0.08,16.44,69.98,19,Sufficient,Safe
BAT-001131,2020-09-03,Cheese,Passion Cheese,kilograms,Frozen,Wholesale,2020-08-27,2020-10-29,856.25,79,777,777.25,-0.25,37.13,147.27,56,Sufficient,Safe
BAT-001133,2022-05-24,Cheese,Dynamix Dairies,kilograms,Refrigerated,Wholesale,2022-05-14,2022-06-09,989.04,859,130,130.04,-0.04,77.01,44.09,16,Sufficient,Safe
BAT-001134,2021-08-15,Cheese,Dynamix Dairies,kilograms,Refrigerated,Online,2021-08-03,2021-09-27,770.34,76,694,694.34,-0.34,93.01,129.81,43,Sufficient,Safe
BAT-001136,2022-03-14,Cheese,Passion Cheese,kilograms,Refrigerated,Online,2022-02-14,2022-04-08,861.0,551,310,310.0,0.0,81.9,107.9,25,Sufficient,Safe
BAT-001137,2022-12-23,Cheese,Passion Cheese,kilograms,Refrigerated,Retail,2022-11-24,2023-02-08,888.31,588,300,300.31,-0.31,93.14,153.92,47,Sufficient,Safe
BAT-001138,2020-11-22,Cheese,Britannia Industries,kilograms,Refrigerated,Retail,2020-10-24,2020-12-14,840.0,235,605,605.0,0.0,51.15,150.38,22,Sufficient,Safe
BAT-001143,2022-04-17,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2022-04-12,2022-06-25,802.13,242,560,560.13,-0.13,89.55,169.54,69,Sufficient,Safe
BAT-001146,2021-03-08,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2021-01-27,2021-04-19,323.24,76,247,247.24,-0.24,17.73,90.55,42,Sufficient,Safe
BAT-001147,2021-05-02,Cheese,Britannia Industries,kilograms,Refrigerated,Online,2021-04-07,2021-05-23,737.01,430,307,307.01,-0.01,64.65,102.68,21,Sufficient,Safe
BAT-001150,2019-01-26,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2018-12-28,2019-02-18,359.3,287,72,72.3,-0.3,41.1,49.15,23,Sufficient,Safe
BAT-001152,2022-10-05,Cheese,Britannia Industries,kilograms,Frozen,Online,2022-09-09,2022-11-22,384.21,210,174,174.21,-0.21,48.57,187.69,48,Sufficient,Safe
BAT-001158,2019-04-02,Cheese,Britannia Industries,kilograms,Frozen,Retail,2019-02-01,2019-04-14,167.06,62,105,105.06,-0.06,92.45,89.84,12,Sufficient,Safe
BAT-001159,2020-01-24,Cheese,Passion Cheese,kilograms,Frozen,Retail,2020-01-01,2020-02-12,945.46,887,58,58.46,-0.46,32.58,23.88,19,Sufficient,Safe
BAT-001160,2021-04-18,Cheese,Amul,kilograms,Refrigerated,Online,2021-03-09,2021-05-21,253.49,107,146,146.49,-0.49,42.95,55.2,33,Sufficient,Safe
BAT-001163,2019-09-09,Cheese,Dynamix Dairies,kilograms,Refrigerated,Wholesale,2019-08-28,2019-10-19,322.37,275,47,47.37,-0.37,60.46,145.94,40,Low Stock,Safe
BAT-001165,2021-01-28,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2020-12-17,2021-01-16,918.3,337,581,581.3,-0.3,55.6,185.84,-12,Sufficient,Expired
BAT-001170,2021-10-12,Cheese,Britannia Industries,kilograms,Frozen,Retail,2021-10-01,2021-12-11,710.02,701,9,9.02,-0.02,72.08,190.9,60,Low Stock,Safe
BAT-001173,2022-02-26,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2022-01-18,2022-04-02,227.25,106,121,121.25,-0.25,58.07,111.72,35,Sufficient,Safe
BAT-001174,2021-12-26,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2021-12-12,2022-01-19,308.04,76,232,232.04,-0.04,96.35,155.94,24,Sufficient,Safe
BAT-001178,2022-04-19,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2022-02-18,2022-04-22,179.0,73,106,106.0,0.0,31.91,171.59,3,Sufficient,Urgent
BAT-001180,2022-09-09,Cheese,Amul,kilograms,Frozen,Retail,2022-09-07,2022-10-16,946.29,916,30,30.29,-0.29,66.87,132.2,37,Low Stock,Safe
BAT-001181,2019-04-03,Cheese,Amul,kilograms,Refrigerated,Retail,2019-02-05,2019-03-08,881.33,321,560,560.33,-0.33,71.59,23.89,-26,Sufficient,Expired
BAT-001182,2020-11-17,Cheese,Britannia Industries,kilograms,Frozen,Wholesale,2020-10-12,2020-12-31,330.15,70,260,260.15,-0.15,50.08,167.09,44,Sufficient,Safe
BAT-001183,2020-11-11,Cheese,Amul,kilograms,Frozen,Online,2020-10-04,2020-11-24,301.07,77,224,224.07,-0.07,50.91,59.64,13,Sufficient,Safe
BAT-001185,2021-01-16,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2020-11-18,2021-01-04,694.33,409,285,285.33,-0.33,60.12,130.22,-12,Sufficient,Expired
BAT-001186,2022-11-12,Cheese,Dynamix Dairies,kilograms,Refrigerated,Retail,2022-11-10,2023-01-09,222.35,142,80,80.35,-0.35,43.06,48.43,58,Sufficient,Safe
BAT-001187,2022-09-11,Cheese,Amul,kilograms,Frozen,Wholesale,2022-07-21,2022-08-27,662.04,437,225,225.04,-0.04,63.58,169.97,-15,Sufficient,Expired
BAT-001191,2020-11-13,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2020-11-08,2020-12-20,617.09,550,67,67.09,-0.09,13.48,137.7,37,Sufficient,Safe
BAT-001192,2020-09-24,Cheese,Dynamix Dairies,kilograms,Frozen,Online,2020-08-24,2020-11-03,705.08,470,235,235.08,-0.08,48.93,48.6,40,Sufficient,Safe
BAT-001193,2021-07-20,Cheese,Britannia Industries,kilograms,Refrigerated,Retail,2021-07-19,2021-10-04,576.21,451,125,125.21,-0.21,98.33,192.46,76,Sufficient,Safe
BAT-001194,2021-11-09,Cheese,Dynamix Dairies,kilograms,Refrigerated,Online,2021-09-16,2021-10-23,604.41,43,561,561.41,-0.41,60.38,147.79,-17,Sufficient,Expired
BAT-001195,2020-02-03,Cheese,Passion Cheese,kilograms,Frozen,Online,2020-01-19,2020-02-28,808.24,629,179,179.24,-0.24,46.62,32.49,25,Sufficient,Safe
BAT-001200,2019-05-27,Cheese,Passion Cheese,kilograms,Refrigerated,Retail,2019-03-28,2019-05-13,732.5,635,97,97.5,-0.5,87.15,31.39,-14,Sufficient,Expired
BAT-001202,2019-06-07,Cheese,Britannia Industries,kilograms,Refrigerated,Online,2019-05-22,2019-06-19,624.35,343,281,281.35,-0.35,86.91,146.18,12,Sufficient,Safe
BAT-001204,2021-12-12,Cheese,Dynamix Dairies,kilograms,Frozen,Wholesale,2021-10-20,2021-12-25,470.34,165,305,305.34,-0.34,36.96,193.41,13,Sufficient,Safe
BAT-001205,2022-11-07,Cheese,Passion Cheese,kilograms,Refrigerated,Retail,2022-10-08,2023-01-05,194.13,12,182,182.13,-0.13,19.8,55.0,59,Sufficient,Safe
BAT-001206,2021-12-17,Cheese,Amul,kilograms,Refrigerated,Wholesale,2021-11-21,2022-01-15,470.27,138,332,332.27,-0.27,83.86,51.86,29,Sufficient,Safe
BAT-001207,2021-08-27,Cheese,Amul,kilograms,Frozen,Retail,2021-08-04,2021-10-30,940.49,531,409,409.49,-0.49,51.51,49.43,64,Sufficient,Safe
BAT-001210,2020-03-11,Cheese,Britannia Industries,kilograms,Frozen,Retail,2020-02-06,2020-04-12,282.11,102,180,180.11,-0.11,98.34,26.59,32,Sufficient,Safe
BAT-001213,2019-06-19,Cheese,Amul,kilograms,Frozen,Retail,2019-05-22,2019-06-19,476.2,117,359,359.2,-0.2,39.92,97.28,0,Sufficient,Urgent
BAT-001218,2021-07-13,Cheese,Amul,kilograms,Refrigerated,Retail,2021-05-14,2021-07-14,538.23,372,166,166.23,-0.23,29.31,159.94,1,Sufficient,Urgent
BAT-001219,2022-02-19,Cheese,Britannia Industries,kilograms,Frozen,Wholesale,2022-02-13,2022-03-31,92.08,55,37,37.08,-0.08,21.56,27.35,40,Sufficient,Safe
BAT-001220,2019-02-02,Cheese,Passion Cheese,kilograms,Refrigerated,Wholesale,2019-01-08,2019-03-07,622.13,360,262,262.13,-0.13,24.39,118.58,33,Sufficient,Safe
BAT-001222,2022-07-17,Cheese,Britannia Industries,kilograms,Frozen,Wholesale,2022-06-19,2022-08-23,55.18,45,10,10.18,-0.18,57.8,83.11,37,Low Stock,Safe
BAT-001223,2020-06-08,Cheese,Britannia Industries,kilograms,Frozen,Wholesale,2020-05-27,2020-07-06,879.44,726,153,153.44,-0.44,52.7,93.35,28,Sufficient,Safe
BAT-001226,2021-07-09,Cheese,Amul,kilograms,Frozen,Wholesale,2021-05-21,2021-06-29,477.26,191,286,286.26,-0.26,82.61,123.47,-10,Sufficient,Expired
BAT-001227,2020-01-28,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2020-01-20,2020-03-22,811.35,145,666,666.35,-0.35,18.3,73.33,54,Sufficient,Safe
BAT-001228,2022-05-24,Cheese,Amul,kilograms,Refrigerated,Online,2022-05-06,2022-06-06,381.18,152,229,229.18,-0.18,88.46,140.93,13,Sufficient,Safe
BAT-001229,2020-12-19,Cheese,Amul,kilograms,Frozen,Retail,2020-12-08,2021-02-13,669.15,151,518,518.15,-0.15,45.63,165.65,56,Sufficient,Safe
BAT-001231,2022-06-03,Cheese,Dynamix Dairies,kilograms,Refrigerated,Wholesale,2022-04-11,2022-05-12,750.3,653,97,97.3,-0.3,10.09,43.44,-22,Sufficient,Expired
BAT-001233,2021-02-10,Cheese,Britannia Industries,kilograms,Refrigerated,Wholesale,2020-12-25,2021-02-04,876.31,18,858,858.31,-0.31,25.63,26.01,-6,Sufficient,Expired
BAT-001234,2020-01-01,Cheese,Passion Cheese,kilograms,Frozen,Wholesale,2019-11-19,2020-01-18,912.29,173,739,739.29,-0.29,61.03,78.06,17,Sufficient,Safe
BAT-001237,2019-05-13,Cheese,Britannia Industries,kilograms,Frozen,Online,2019-03-28,2019-04-23,738.32,371,367,367.32,-0.32,64.14,55.45,-20,Sufficient,Expired
BAT-001238,2020-05-11,Cheese,Passion Cheese,kilograms,Frozen,Retail,2020-03-16,2020-04-13,169.48,5,164,164.48,-0.48,53.94,186.68,-28,Sufficient,Expired
BAT-001239,2020-07-09,Cheese,Amul,kilograms,Refrigerated,Online,2020-06-06,2020-09-02,920.29,283,637,637.29,-0.29,86.71,133.23,55,Sufficient,Safe
BAT-001240,2019-05-07,Cheese,Passion Cheese,kilograms,Frozen,Retail,2019-04-08,2019-07-02,782.5,718,64,64.5,-0.5,75.13,155.11,56,Low Stock,Safe
BAT-001242,2022-05-17,Cheese,Passion Cheese,kilograms,Refrigerated,Online,2022-05-07,2022-06-02,693.4,272,421,421.4,-0.4,90.02,185.19,16,Sufficient,Safe
BAT-001243,2020-06-17,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2020-05-24,2020-08-05,34.5,28,6,6.5,-0.5,78.23,34.91,49,Low Stock,Safe
BAT-001246,2022-10-14,Cheese,Amul,kilograms,Refrigerated,Online,2022-09-18,2022-10-22,600.02,52,548,548.02,-0.02,65.38,59.3,8,Sufficient,Safe
BAT-001247,2021-11-12,Cheese,Dynamix Dairies,kilograms,Frozen,Retail,2021-10-30,2021-12-02,862.03,833,29,29.03,-0.03,65.92,161.74,20,Low Stock,Safe
BAT-001250,2021-08-11,Cheese,Dynamix Dairies,kilograms,Refrigerated,Wholesale,2021-06-25,2021-09-01,357.13,17,340,340.13,-0.13,52.66,127.75,21,Sufficient,Safe
BAT-001253,2022-08-05,Cheese,Passion Cheese,kilograms,Frozen,Retail,2022-06-28,2022-08-29,775.4,614,161,161.4,-0.4,95.41,179.62,24,Sufficient,Safe
BAT-001256,2020-01-01,Cheese,Passion Cheese,kilograms,Refrigerated,Retail,2019-12-30,2020-03-08,804.03,491,313,313.03,-0.03,16.86,79.55,67,Sufficient,Safe
BAT-001258,2020-09-04,Cheese,Passion Cheese,kilograms,Frozen,Online,2020-08-05,2020-09-05,702.36,405,297,297.36,-0.36,89.29,108.11,1,Sufficient,Urgent
BAT-001259,2021-01-13,Cheese,Passion Cheese,kilograms,Refrigerated,Online,2020-12-11,2021-02-25,385.32,172,213,213.32,-0.32,32.86,140.49,43,Sufficient,Safe
BAT-001262,2022-02-28,Yogurt,Dodla Dairy,kilograms,Refrigerated,Online,2022-01-14,2022-02-13,503.48,256,247,247.48,-0.48,15.1,140.83,-15,Sufficient,Expired
BAT-001267,2022-12-18,Yogurt,Dodla Dairy,kilograms,Frozen,Online,2022-10-24,2022-11-21,754.25,290,464,464.25,-0.25,75.4,82.78,-27,Sufficient,Expired
BAT-001272,2021-10-03,Yogurt,Mother Dairy,kilograms,Frozen,Wholesale,2021-09-01,2021-09-28,616.07,362,254,254.07,-0.07,61.49,132.2,-5,Sufficient,Expired
BAT-001273,2022-05-15,Yogurt,Palle2patnam,kilograms,Refrigerated,Retail,2022-04-20,2022-05-18,504.33,490,14,14.33,-0.33,73.82,49.34,3,Low Stock,Urgent
BAT-001278,2022-01-26,Yogurt,Amul,kilograms,Frozen,Retail,2021-12-24,2022-01-23,537.05,69,468,468.05,-0.05,24.87,156.18,-3,Sufficient,Expired
BAT-001280,2022-06-21,Yogurt,Dodla Dairy,kilograms,Frozen,Online,2022-06-16,2022-07-12,601.41,351,250,250.41,-0.41,77.07,188.19,21,Sufficient,Safe
BAT-001281,2019-05-18,Yogurt,Palle2patnam,kilograms,Frozen,Online,2019-03-30,2019-04-28,299.28,277,22,22.28,-0.28,16.92,120.15,-20,Sufficient,Expired
BAT-001283,2020-05-01,Yogurt,Palle2patnam,kilograms,Frozen,Online,2020-03-30,2020-04-25,239.22,104,135,135.22,-0.22,57.51,118.0,-6,Sufficient,Expired
BAT-001285,2022-07-06,Yogurt,Mother Dairy,kilograms,Refrigerated,Wholesale,2022-07-03,2022-07-30,530.22,301,229,229.22,-0.22,10.52,82.91,24,Sufficient,Safe
BAT-001288,2020-08-10,Yogurt,Dodla Dairy,kilograms,Refrigerated,Online,2020-06-26,2020-07-19,836.24,127,709,709.24,-0.24,76.7,80.23,-22,Sufficient,Expired
BAT-001290,2020-01-16,Yogurt,Dodla Dairy,kilograms,Frozen,Online,2020-01-11,2020-02-04,935.28,443,492,492.28,-0.28,93.32,150.0,19,Sufficient,Safe
BAT-001291,2020-09-08,Yogurt,Mother Dairy,kilograms,Frozen,Wholesale,2020-09-02,2020-09-30,952.37,849,103,103.37,-0.37,16.17,88.23,22,Sufficient,Safe
BAT-001292,2021-05-17,Yogurt,Mother Dairy,kilograms,Frozen,Wholesale,2021-04-20,2021-05-19,560.31,545,15,15.31,-0.31,15.2,111.04,2,Low Stock,Urgent
BAT-001293,2021-09-07,Yogurt,Dodla Dairy,kilograms,Refrigerated,Online,2021-09-01,2021-10-01,571.41,267,304,304.41,-0.41,33.59,174.05,24,Sufficient,Safe
BAT-001298,2022-11-21,Yogurt,Amul,kilograms,Frozen,Wholesale,2022-11-17,2022-12-08,718.35,23,695,695.35,-0.35,50.25,30.99,17,Sufficient,Safe
BAT-001302,2020-10-18,Yogurt,Palle2patnam,kilograms,Frozen,Retail,2020-08-22,2020-09-20,905.39,478,427,427.39,-0.39,82.81,112.76,-28,Sufficient,Expired
BAT-001305,2021-12-20,Yogurt,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-12-14,2022-01-05,601.01,558,43,43.01,-0.01,31.35,88.83,16,Sufficient,Safe
BAT-001306,2021-04-10,Yogurt,Dodla Dairy,kilograms,Refrigerated,Wholesale,2021-03-29,2021-04-28,595.15,311,284,284.15,-0.15,92.48,156.75,18,Sufficient,Safe
BAT-001307,2021-03-25,Yogurt,Palle2patnam,kilograms,Refrigerated,Wholesale,2021-03-01,2021-03-25,447.21,170,277,277.21,-0.21,45.11,54.21,0,Sufficient,Urgent
BAT-001309,2022-02-04,Yogurt,Amul,kilograms,Refrigerated,Wholesale,2021-12-07,2022-01-04,308.06,218,90,90.06,-0.06,25.21,124.94,-31,Sufficient,Expired
BAT-001311,2020-08-16,Yogurt,Dodla Dairy,kilograms,Frozen,Retail,2020-07-13,2020-08-11,99.15,73,26,26.15,-0.15,89.08,30.5,-5,Low Stock,Expired
BAT-001312,2020-12-24,Yogurt,Mother Dairy,kilograms,Frozen,Retail,2020-11-24,2020-12-17,498.17,317,181,181.17,-0.17,76.39,106.39,-7,Sufficient,Expired
BAT-001314,2021-09-05,Yogurt,Mother Dairy,kilograms,Refrigerated,Wholesale,2021-07-13,2021-08-03,944.28,71,873,873.28,-0.28,45.52,102.55,-33,Sufficient,Expired
BAT-001315,2020-01-09,Yogurt,Dodla Dairy,kilograms,Refrigerated,Wholesale,2019-11-15,2019-12-11,62.08,53,9,9.08,-0.08,59.41,108.65,-29,Low Stock,Expired
BAT-001316,2020-12-13,Yogurt,Amul,kilograms,Refrigerated,Retail,2020-10-27,2020-11-25,533.42,377,156,156.42,-0.42,70.71,34.04,-18,Sufficient,Expired
BAT-001319,2022-11-03,Yogurt,Mother Dairy,kilograms,Refrigerated,Online,2022-09-24,2022-10-17,65.49,10,55,55.49,-0.49,17.11,57.06,-17,Sufficient,Expired
BAT-001320,2022-01-11,Yogurt,Amul,kilograms,Refrigerated,Retail,2021-11-24,2021-12-17,53.37,18,35,35.37,-0.37,19.52,195.79,-25,Sufficient,Expired
BAT-001321,2020-09-07,Yogurt,Dodla Dairy,kilograms,Frozen,Online,2020-08-12,2020-09-06,271.03,31,240,240.03,-0.03,91.38,90.6,-1,Sufficient,Expired
BAT-001322,2020-03-23,Yogurt,Palle2patnam,kilograms,Frozen,Online,2020-03-20,2020-04-19,200.3,192,8,8.3,-0.3,39.02,150.42,27,Low Stock,Safe
BAT-001324,2021-09-26,Yogurt,Amul,kilograms,Refrigerated,Online,2021-09-12,2021-10-05,348.12,149,199,199.12,-0.12,78.88,140.92,9,Sufficient,Safe
BAT-001325,2019-01-21,Yogurt,Mother Dairy,kilograms,Frozen,Wholesale,2018-12-02,2018-12-27,948.26,928,20,20.26,-0.26,14.23,61.99,-25,Sufficient,Expired
BAT-001326,2022-01-25,Yogurt,Mother Dairy,kilograms,Frozen,Wholesale,2022-01-15,2022-02-11,833.01,110,723,723.01,-0.01,93.47,34.14,17,Sufficient,Safe
BAT-001327,2019-08-15,Yogurt,Dodla Dairy,kilograms,Frozen,Retail,2019-07-25,2019-08-22,437.19,265,172,172.19,-0.19,88.34,25.31,7,Sufficient,Expiring Soon
BAT-001329,2020-12-23,Yogurt,Amul,kilograms,Refrigerated,Wholesale,2020-10-25,2020-11-16,398.03,219,179,179.03,-0.03,19.46,178.22,-37,Sufficient,Expired
BAT-001331,2020-01-11,Yogurt,Mother Dairy,kilograms,Refrigerated,Wholesale,2020-01-07,2020-02-01,240.05,145,95,95.05,-0.05,97.87,164.3,21,Low Stock,Safe
BAT-001332,2021-01-10,Yogurt,Mother Dairy,kilograms,Frozen,Online,2020-12-01,2020-12-29,821.24,238,583,583.24,-0.24,61.96,114.32,-12,Sufficient,Expired
